Date,Open,High,Low,Close,Adj Close,Volume,UNEM,CPI,GDPCAP,INT,RATE,PASS
1/8/2003,13.11,13.2,12.76,13.02,7.184891,159100,5.8,2.597402597,47027,13.11,5.85,56442925
1/9/2003,13.07,13.13,12.85,13,7.173853,125900,5.8,2.597402597,47027,13.11,5.85,56442925
1/10/2003,13.08,13.1,12.95,13,7.173853,70500,5.8,2.597402597,47027,13.11,5.95,56442925
1/13/2003,13.1,13.33,13,13.33,7.35596,194700,5.8,2.597402597,47027,13.11,5.95,56442925
1/14/2003,13.33,13.61,13.29,13.45,7.422183,131200,5.8,2.597402597,47027,13.11,5.95,56442925
1/15/2003,13.59,13.67,13.44,13.67,7.543584,80300,5.8,2.597402597,47027,13.11,5.95,56442925
1/16/2003,13.67,13.91,13.45,13.91,7.676023,95500,5.8,2.597402597,47027,13.11,5.95,56442925
1/17/2003,13.8,14.01,13.47,13.48,7.438733,71300,5.8,2.597402597,47027,13.11,5.97,56442925
1/21/2003,13.53,13.91,13.46,13.72,7.571178,107700,5.8,2.597402597,47027,13.11,5.97,56442925
1/22/2003,13.73,14.3,13.58,14.26,7.869168,121500,5.8,2.597402597,47027,13.11,5.97,56442925
1/23/2003,14.3,14.8,14.2,14.25,7.863646,185500,5.8,2.597402597,47027,13.11,5.97,56442925
1/24/2003,14.4,14.4,13.95,14,7.725691,130500,5.8,2.597402597,47027,13.11,5.91,56442925
1/27/2003,13.99,14.49,13.97,14.13,7.797427,74000,5.8,2.597402597,47027,13.11,5.91,56442925
1/28/2003,14.2,14.4,14,14.26,7.869168,65700,5.8,2.597402597,47027,13.11,5.91,56442925
1/29/2003,14.19,14.31,14,14.03,7.742245,102800,5.8,2.597402597,47027,13.11,5.91,56442925
1/30/2003,14,14.17,13.76,13.77,7.598767,62600,5.8,2.597402597,47027,13.11,5.91,56442925
1/31/2003,13.9,13.96,13.66,13.75,7.58773,184000,5.8,2.597402597,47027,13.11,5.9,56442925
2/3/2003,13.78,13.87,13.63,13.64,7.527027,120100,5.9,2.98087739,47027,12.26,5.9,56271930
2/4/2003,13.5,13.59,13.35,13.58,7.493918,121800,5.9,2.98087739,47027,12.26,5.9,56271930
2/5/2003,13.6,13.71,13.35,13.55,7.477363,60200,5.9,2.98087739,47027,12.26,5.9,56271930
2/6/2003,13.76,14.65,13.6,14.4,7.946423,110600,5.9,2.98087739,47027,12.26,5.9,56271930
2/7/2003,14.4,14.56,13.79,13.95,7.698095,129500,5.9,2.98087739,47027,12.26,5.88,56271930
2/10/2003,14.06,14.14,13.7,13.71,7.565656,54600,5.9,2.98087739,47027,12.26,5.88,56271930
2/11/2003,13.79,14.54,13.71,14.31,7.896761,231000,5.9,2.98087739,47027,12.26,5.88,56271930
2/12/2003,14.31,14.31,13.94,13.94,7.692578,190500,5.9,2.98087739,47027,12.26,5.88,56271930
2/13/2003,14.04,14.17,13.95,13.98,7.714653,107800,5.9,2.98087739,47027,12.26,5.88,56271930
2/14/2003,13.96,14.49,13.86,14.33,7.907795,61100,5.9,2.98087739,47027,12.26,5.86,56271930
2/18/2003,14.35,14.49,14.06,14.45,7.974017,91100,5.9,2.98087739,47027,12.26,5.86,56271930
2/19/2003,14.39,14.49,13.96,14.29,7.88572,93500,5.9,2.98087739,47027,12.26,5.86,56271930
2/20/2003,14.15,14.39,14,14.06,7.758797,46800,5.9,2.98087739,47027,12.26,5.86,56271930
2/21/2003,14.18,14.35,13.93,14.06,7.758797,71500,5.9,2.98087739,47027,12.26,5.84,56271930
2/24/2003,14.18,14.23,13.98,14,7.725691,38800,5.9,2.98087739,47027,12.26,5.84,56271930
2/25/2003,14.04,14.24,13.78,14.18,7.825018,121100,5.9,2.98087739,47027,12.26,5.84,56271930
2/26/2003,14.2,14.2,13.81,13.95,7.698095,47600,5.9,2.98087739,47027,12.26,5.84,56271930
2/27/2003,14,14.05,13.85,13.95,7.698095,36500,5.9,2.98087739,47027,12.26,5.84,56271930
2/28/2003,14,14.29,13.85,14.22,7.847092,42700,5.9,2.98087739,47027,12.26,5.79,56271930
3/3/2003,14.1,14.34,13.96,14.08,7.769835,248400,5.9,3.020134228,47027,12.26,5.79,54578575
3/4/2003,14.12,14.14,13.95,14.05,7.753283,258400,5.9,3.020134228,47027,12.26,5.79,54578575
3/5/2003,14.15,14.15,13.85,13.92,7.681544,45500,5.9,3.020134228,47027,12.26,5.79,54578575
3/6/2003,13.86,14.05,13.85,14,7.725691,31300,5.9,3.020134228,47027,12.26,5.79,54578575
3/7/2003,14.01,14.2,13.95,14.16,7.813982,45300,5.9,3.020134228,47027,12.26,5.67,54578575
3/10/2003,14.15,14.3,14.08,14.16,7.813982,26700,5.9,3.020134228,47027,12.26,5.67,54578575
3/11/2003,14.27,14.27,14.02,14.08,7.769835,93400,5.9,3.020134228,47027,12.26,5.67,54578575
3/12/2003,14.11,14.14,13.82,13.83,7.631878,175200,5.9,3.020134228,47027,12.26,5.67,54578575
3/13/2003,13.87,14.13,13.86,14.07,7.764316,40800,5.9,3.020134228,47027,12.26,5.67,54578575
3/14/2003,14,14.2,14,14.05,7.753283,193100,5.9,3.020134228,47027,12.26,5.61,54578575
3/17/2003,14.18,14.19,13.85,14.12,7.791909,119900,5.9,3.020134228,47027,12.26,5.61,54578575
3/18/2003,13.96,14.2,13.96,14.14,7.802949,101900,5.9,3.020134228,47027,12.26,5.61,54578575
3/19/2003,14.18,14.2,14.1,14.12,7.791909,24100,5.9,3.020134228,47027,12.26,5.61,54578575
3/20/2003,14.16,14.29,14.1,14.2,7.836058,50400,5.9,3.020134228,47027,12.26,5.61,54578575
3/21/2003,14.25,14.59,14.1,14.57,8.040233,358200,5.9,3.020134228,47027,12.26,5.79,54578575
3/24/2003,14.48,14.48,14.11,14.31,7.896761,135100,5.9,3.020134228,47027,12.26,5.79,54578575
3/25/2003,14.34,15.5,14.33,15.4,8.498257,150200,5.9,3.020134228,47027,12.26,5.79,54578575
3/26/2003,14.9,15.37,14.9,15,8.277525,64500,5.9,3.020134228,47027,12.26,5.79,54578575
3/27/2003,15.07,15.07,14.35,14.63,8.073346,129500,5.9,3.020134228,47027,12.26,5.79,54578575
3/28/2003,14.6,15.25,14.55,15.04,8.299598,65500,5.9,3.020134228,47027,12.26,5.91,54578575
3/31/2003,15.01,15.5,14.92,15.4,8.498257,163100,5.9,3.020134228,47027,12.26,5.91,54578575
4/1/2003,15.25,15.4,14.68,14.91,8.227858,172600,6,2.224694105,47342,12.26,5.91,52543123
4/2/2003,15.02,15.31,14.92,15.01,8.283042,115400,6,2.224694105,47342,12.26,5.91,52543123
4/3/2003,15,15.05,14.76,14.85,8.194749,601900,6,2.224694105,47342,12.26,5.91,52543123
4/4/2003,15.01,15.4,14.99,15.34,8.465148,53500,6,2.224694105,47342,12.26,5.79,52543123
4/7/2003,15.35,15.89,15.33,15.87,8.757619,131200,6,2.224694105,47342,12.26,5.79,52543123
4/8/2003,15.78,16.290001,15.63,16.25,8.967317,128400,6,2.224694105,47342,12.26,5.79,52543123
4/9/2003,16.280001,17.27,16.25,16.530001,9.121833,231300,6,2.224694105,47342,12.26,5.79,52543123
4/10/2003,16.66,16.67,16,16.120001,8.895579,160500,6,2.224694105,47342,12.26,5.79,52543123
4/11/2003,16.139999,16.219999,15.77,16.219999,8.950762,84100,6,2.224694105,47342,12.26,5.85,52543123
4/14/2003,16.09,16.299999,15.88,16.15,8.912134,78500,6,2.224694105,47342,12.26,5.85,52543123
4/15/2003,16.129999,16.41,15.9,16.299999,8.994908,93500,6,2.224694105,47342,12.26,5.85,52543123
4/16/2003,16.4,16.4,15.97,16.110001,8.890062,93700,6,2.224694105,47342,12.26,5.85,52543123
4/17/2003,16.120001,16.219999,15.8,16.01,8.834874,95200,6,2.224694105,47342,12.26,5.85,52543123
4/21/2003,16,16,15.34,15.62,8.619662,208700,6,2.224694105,47342,12.26,5.82,52543123
4/22/2003,15.91,15.91,14.71,15.52,8.56448,236700,6,2.224694105,47342,12.26,5.82,52543123
4/23/2003,15.49,17.110001,15.49,16.92,9.337047,390300,6,2.224694105,47342,12.26,5.82,52543123
4/24/2003,16.870001,16.91,16.4,16.6,9.160461,62500,6,2.224694105,47342,12.26,5.82,52543123
4/25/2003,16.49,17.4,16.4,17.02,9.39223,81100,6,2.224694105,47342,12.26,5.79,52543123
4/28/2003,16.959999,17.4,16.799999,17.370001,9.585372,211900,6,2.224694105,47342,12.26,5.79,52543123
4/29/2003,17.15,17.42,17.07,17.24,9.513636,68200,6,2.224694105,47342,12.26,5.79,52543123
4/30/2003,17.43,17.43,16.85,17,9.381197,99400,6,2.224694105,47342,12.26,5.79,52543123
5/1/2003,17,17.290001,16.379999,17.16,9.46949,170900,6.1,2.057842047,47342,12.12,5.79,53704388
5/2/2003,17.07,17.17,16.940001,17.15,9.463968,173000,6.1,2.057842047,47342,12.12,5.7,53704388
5/5/2003,17.200001,17.25,17.1,17.25,9.519152,98000,6.1,2.057842047,47342,12.12,5.7,53704388
5/6/2003,17.200001,17.690001,17.190001,17.57,9.695739,196400,6.1,2.057842047,47342,12.12,5.7,53704388
5/7/2003,17.48,17.6,17.389999,17.540001,9.679186,182700,6.1,2.057842047,47342,12.12,5.7,53704388
5/8/2003,17.6,17.629999,17.110001,17.209999,9.497077,326800,6.1,2.057842047,47342,12.12,5.7,53704388
5/9/2003,17.26,17.5,16.75,16.9,9.326012,168800,6.1,2.057842047,47342,12.12,5.62,53704388
5/12/2003,16.9,17.549999,16.879999,17.299999,9.546745,252200,6.1,2.057842047,47342,12.12,5.62,53704388
5/13/2003,17.33,17.4,17.129999,17.4,9.601928,184700,6.1,2.057842047,47342,12.12,5.62,53704388
5/14/2003,17.43,17.93,17.129999,17.9,9.877843,167400,6.1,2.057842047,47342,12.12,5.62,53704388
5/15/2003,17.91,17.969999,17.540001,17.959999,9.910958,265100,6.1,2.057842047,47342,12.12,5.62,53704388
5/16/2003,17.92,19.1,17.790001,19.01,10.490381,580300,6.1,2.057842047,47342,12.12,5.45,53704388
5/19/2003,18.9,19.110001,18.85,18.950001,10.457271,219100,6.1,2.057842047,47342,12.12,5.45,53704388
5/20/2003,18.950001,19.049999,18.809999,19,10.484862,303300,6.1,2.057842047,47342,12.12,5.45,53704388
5/21/2003,19.040001,19.040001,18.41,18.82,10.385534,187600,6.1,2.057842047,47342,12.12,5.45,53704388
5/22/2003,18.709999,19,18.610001,18.98,10.473825,168800,6.1,2.057842047,47342,12.12,5.45,53704388
5/23/2003,18.299999,18.76,18.15,18.639999,10.286203,427500,6.1,2.057842047,47342,12.12,5.34,53704388
5/27/2003,18.549999,18.799999,18.4,18.57,10.247573,136700,6.1,2.057842047,47342,12.12,5.34,53704388
5/28/2003,18.620001,18.700001,18.5,18.530001,10.225501,99800,6.1,2.057842047,47342,12.12,5.34,53704388
5/29/2003,18.700001,18.709999,18.469999,18.65,10.29172,79000,6.1,2.057842047,47342,12.12,5.34,53704388
5/30/2003,18.65,18.9,18.610001,18.83,10.391047,113100,6.1,2.057842047,47342,12.12,5.31,53704388
6/2/2003,18.9,19,18.809999,18.950001,10.457271,145800,6.3,2.112284603,47342,12.12,5.31,54647357
6/3/2003,18.99,18.99,18.450001,18.51,10.214464,161900,6.3,2.112284603,47342,12.12,5.31,54647357
6/4/2003,18.549999,18.559999,18.049999,18.25,10.070989,260500,6.3,2.112284603,47342,12.12,5.31,54647357
6/5/2003,18.24,18.5,18.049999,18.33,10.115137,81600,6.3,2.112284603,47342,12.12,5.31,54647357
6/6/2003,18.5,18.700001,18.41,18.6,10.264132,202100,6.3,2.112284603,47342,12.12,5.26,54647357
6/9/2003,18.6,18.6,18,18.27,10.082026,63900,6.3,2.112284603,47342,12.12,5.26,54647357
6/10/2003,18.4,18.450001,17.959999,18,9.933027,148800,6.3,2.112284603,47342,12.12,5.26,54647357
6/11/2003,18.049999,18.120001,17.799999,18,9.933027,530800,6.3,2.112284603,47342,12.12,5.26,54647357
6/12/2003,18.139999,18.139999,17.719999,17.959999,9.910958,212900,6.3,2.112284603,47342,12.12,5.26,54647357
6/13/2003,18.1,18.190001,17.860001,17.92,9.888882,428000,6.3,2.112284603,47342,12.12,5.21,54647357
6/16/2003,18,18.1,17.85,17.99,9.927513,263900,6.3,2.112284603,47342,12.12,5.21,54647357
6/17/2003,17.969999,18,17.860001,17.92,9.888882,137900,6.3,2.112284603,47342,12.12,5.21,54647357
6/18/2003,17.940001,18.15,17.9,17.99,9.927513,179700,6.3,2.112284603,47342,12.12,5.21,54647357
6/19/2003,18.110001,18.110001,17.91,18,9.933027,230900,6.3,2.112284603,47342,12.12,5.21,54647357
6/20/2003,17.99,18,17.82,18,9.933027,228300,6.3,2.112284603,47342,12.12,5.21,54647357
6/23/2003,17.99,17.99,17.43,17.48,9.646078,179100,6.3,2.112284603,47342,12.12,5.21,54647357
6/24/2003,17.5,17.549999,17.450001,17.48,9.646078,181100,6.3,2.112284603,47342,12.12,5.21,54647357
6/25/2003,17.530001,17.610001,17.200001,17.26,9.524671,178300,6.3,2.112284603,47342,12.12,5.21,54647357
6/26/2003,17.299999,17.5,17.049999,17.42,9.612966,221500,6.3,2.112284603,47342,12.12,5.21,54647357
6/27/2003,17.5,17.790001,17.440001,17.75,9.795071,295000,6.3,2.112284603,47342,12.12,5.24,54647357
6/30/2003,17.75,18.07,17.43,17.74,9.789551,989000,6.3,2.112284603,47342,12.12,5.24,54647357
7/1/2003,16.4,17.780001,15.9,17.57,9.695739,8665700,6.2,2.109938923,48012,12.12,5.24,56060609
7/2/2003,17.92,18,17.32,17.700001,9.76748,1350700,6.2,2.109938923,48012,12.12,5.24,56060609
7/3/2003,17.389999,17.75,17.25,17.379999,9.590892,302500,6.2,2.109938923,48012,12.12,5.24,56060609
7/7/2003,17.5,17.85,17.370001,17.51,9.662628,385900,6.2,2.109938923,48012,12.12,5.4,56060609
7/8/2003,17.5,17.969999,17.459999,17.9,9.877843,1057800,6.2,2.109938923,48012,12.12,5.4,56060609
7/9/2003,17.950001,17.950001,17.51,17.82,9.833699,284200,6.2,2.109938923,48012,12.12,5.4,56060609
7/10/2003,17.73,17.799999,17.629999,17.700001,9.76748,118500,6.2,2.109938923,48012,12.12,5.4,56060609
7/11/2003,17.75,17.75,17.459999,17.49,9.651592,72400,6.2,2.109938923,48012,12.12,5.52,56060609
7/14/2003,17.49,17.799999,17.200001,17.290001,9.541225,143000,6.2,2.109938923,48012,12.12,5.52,56060609
7/15/2003,17.280001,17.6,17.280001,17.549999,9.684704,74800,6.2,2.109938923,48012,12.12,5.52,56060609
7/16/2003,17.5,17.629999,16.799999,16.870001,9.309455,149500,6.2,2.109938923,48012,12.12,5.52,56060609
7/17/2003,16.950001,17.52,16.27,16.889999,9.320491,352400,6.2,2.109938923,48012,12.12,5.52,56060609
7/18/2003,16.9,17,16.5,16.66,9.193568,169000,6.2,2.109938923,48012,12.12,5.67,56060609
7/21/2003,16.6,17.08,16.6,16.709999,9.221161,319000,6.2,2.109938923,48012,12.12,5.67,56060609
7/22/2003,16.889999,16.889999,16.4,16.549999,9.132868,266900,6.2,2.109938923,48012,12.12,5.67,56060609
7/23/2003,16.42,16.59,16,16.26,8.972838,79700,6.2,2.109938923,48012,12.12,5.67,56060609
7/24/2003,16.299999,16.48,16.25,16.35,9.022499,74300,6.2,2.109938923,48012,12.12,5.67,56060609
7/25/2003,16.34,16.530001,16.219999,16.4,9.050093,87700,6.2,2.109938923,48012,12.12,5.94,56060609
7/28/2003,16.5,16.620001,16.32,16.5,9.105277,101600,6.2,2.109938923,48012,12.12,5.94,56060609
7/29/2003,16.57,16.959999,16.32,16.950001,9.353602,270300,6.2,2.109938923,48012,12.12,5.94,56060609
7/30/2003,17,17.139999,16.84,16.98,9.370156,167400,6.2,2.109938923,48012,12.12,5.94,56060609
7/31/2003,17.02,17.16,16.9,17.049999,9.408787,424500,6.2,2.109938923,48012,12.12,5.94,56060609
8/1/2003,17.09,17.27,16.700001,16.719999,9.226679,95100,6.1,2.158273381,48012,12.47,6.14,56569815
8/4/2003,16.91,17.09,16.690001,16.799999,9.270825,278600,6.1,2.158273381,48012,12.47,6.14,56569815
8/5/2003,16.799999,16.889999,16.23,16.23,8.95628,323800,6.1,2.158273381,48012,12.47,6.14,56569815
8/6/2003,16.200001,16.389999,16.1,16.389999,9.044577,172600,6.1,2.158273381,48012,12.47,6.14,56569815
8/7/2003,16.27,16.309999,15.85,16.030001,8.845916,583700,6.1,2.158273381,48012,12.47,6.14,56569815
8/8/2003,15.99,16.09,15.5,15.5,8.55344,238200,6.1,2.158273381,48012,12.47,6.34,56569815
8/11/2003,15.65,16,15.47,15.63,8.62518,266100,6.1,2.158273381,48012,12.47,6.34,56569815
8/12/2003,15.71,15.75,15.48,15.57,8.592071,500400,6.1,2.158273381,48012,12.47,6.34,56569815
8/13/2003,15.75,15.8,15.25,15.29,8.437557,365000,6.1,2.158273381,48012,12.47,6.34,56569815
8/14/2003,15.3,15.44,14.99,15.31,8.448592,561100,6.1,2.158273381,48012,12.47,6.34,56569815
8/15/2003,15.27,15.65,15.2,15.6,8.608627,98300,6.1,2.158273381,48012,12.47,6.24,56569815
8/18/2003,15.51,15.75,15.4,15.49,8.547923,408700,6.1,2.158273381,48012,12.47,6.24,56569815
8/19/2003,15.58,15.58,15.31,15.58,8.597588,257300,6.1,2.158273381,48012,12.47,6.24,56569815
8/20/2003,15.5,15.75,15.36,15.6,8.608627,318800,6.1,2.158273381,48012,12.47,6.24,56569815
8/21/2003,15.56,15.64,15.5,15.51,8.558962,185200,6.1,2.158273381,48012,12.47,6.24,56569815
8/22/2003,15.6,16.809999,15.51,16.66,9.193568,589200,6.1,2.158273381,48012,12.47,6.28,56569815
8/25/2003,16.73,16.99,16.280001,16.370001,9.033538,258600,6.1,2.158273381,48012,12.47,6.28,56569815
8/26/2003,16.299999,16.700001,16.25,16.35,9.022499,240400,6.1,2.158273381,48012,12.47,6.28,56569815
8/27/2003,16.27,16.299999,15.99,16.040001,8.851433,344800,6.1,2.158273381,48012,12.47,6.28,56569815
8/28/2003,16,16.209999,15.75,16.16,8.917654,802800,6.1,2.158273381,48012,12.47,6.28,56569815
8/29/2003,16.25,16.700001,16.25,16.65,9.188049,293800,6.1,2.158273381,48012,12.47,6.32,56569815
9/2/2003,16.700001,16.84,16.32,16.65,9.188049,202700,6.1,2.320441989,48012,12.47,6.32,57515979
9/3/2003,16.65,16.790001,16.459999,16.5,9.105277,236500,6.1,2.320441989,48012,12.47,6.32,57515979
9/4/2003,16.639999,16.83,16.26,16.290001,8.98939,244400,6.1,2.320441989,48012,12.47,6.32,57515979
9/5/2003,16.5,16.5,16.24,16.32,9.005946,195500,6.1,2.320441989,48012,12.47,6.44,57515979
9/8/2003,16.5,17.290001,16.280001,16.959999,9.359118,270600,6.1,2.320441989,48012,12.47,6.44,57515979
9/9/2003,16.700001,16.959999,16.67,16.67,9.199086,437300,6.1,2.320441989,48012,12.47,6.44,57515979
9/10/2003,16.809999,16.92,16.459999,16.639999,9.182531,1050300,6.1,2.320441989,48012,12.47,6.44,57515979
9/11/2003,16.57,16.74,16.51,16.66,9.193568,227000,6.1,2.320441989,48012,12.47,6.44,57515979
9/12/2003,16.700001,16.969999,16.42,16.969999,9.364637,231000,6.1,2.320441989,48012,12.47,6.16,57515979
9/15/2003,16.85,17.209999,16.85,17.139999,9.458449,670900,6.1,2.320441989,48012,12.47,6.16,57515979
9/16/2003,17.23,17.450001,16.950001,17.35,9.574338,484100,6.1,2.320441989,48012,12.47,6.16,57515979
9/17/2003,17.299999,18.07,17.219999,17.940001,9.89992,299400,6.1,2.320441989,48012,12.47,6.16,57515979
9/18/2003,18.040001,18.049999,17.73,17.76,9.800589,340100,6.1,2.320441989,48012,12.47,6.16,57515979
9/19/2003,17.73,17.969999,17.629999,17.93,9.894401,337300,6.1,2.320441989,48012,12.47,6.01,57515979
9/22/2003,17.98,17.98,17.639999,17.66,9.745407,597200,6.1,2.320441989,48012,12.47,6.01,57515979
9/23/2003,17.65,18.5,17.41,18.4,10.153763,249100,6.1,2.320441989,48012,12.47,6.01,57515979
9/24/2003,18.5,18.5,18.15,18.309999,10.104099,136300,6.1,2.320441989,48012,12.47,6.01,57515979
9/25/2003,18.35,18.450001,18.18,18.309999,10.104099,216000,6.1,2.320441989,48012,12.47,6.01,57515979
9/26/2003,18.200001,18.299999,18.07,18.08,9.977176,703600,6.1,2.320441989,48012,12.47,5.98,57515979
9/29/2003,18.059999,18.469999,18.059999,18.280001,10.087543,458500,6.1,2.320441989,48012,12.47,5.98,57515979
9/30/2003,18.4,18.48,18,18.18,10.032356,198000,6.1,2.320441989,48012,12.47,5.98,57515979
10/1/2003,18.190001,18.620001,18.190001,18.6,10.264132,163300,6,2.040816327,48450,12.47,5.98,57540916
10/2/2003,18.48,19.040001,18.33,18.950001,10.457271,392700,6,2.040816327,48450,12.47,5.98,57540916
10/3/2003,18.99,19.209999,18.85,19,10.484862,126200,6,2.040816327,48450,12.47,5.77,57540916
10/6/2003,19.17,19.309999,18.98,19.1,10.540048,152600,6,2.040816327,48450,12.47,5.77,57540916
10/7/2003,19.110001,19.290001,18.780001,19.040001,10.50694,231600,6,2.040816327,48450,12.47,5.77,57540916
10/8/2003,19.16,19.200001,18.639999,18.799999,10.374495,370000,6,2.040816327,48450,12.47,5.77,57540916
10/9/2003,18.91,19.030001,18.540001,18.91,10.4352,388300,6,2.040816327,48450,12.47,5.77,57540916
10/10/2003,19.02,19.040001,18.639999,18.85,10.402083,169100,6,2.040816327,48450,12.47,5.95,57540916
10/13/2003,18.99,19.110001,18.75,19.01,10.490381,81300,6,2.040816327,48450,12.47,5.95,57540916
10/14/2003,19.120001,19.26,18.93,19.25,10.622822,263400,6,2.040816327,48450,12.47,5.95,57540916
10/15/2003,19.299999,19.77,18.860001,19.49,10.75526,318100,6,2.040816327,48450,12.47,5.95,57540916
10/16/2003,19.6,19.99,19.35,19.879999,10.970474,386600,6,2.040816327,48450,12.47,5.95,57540916
10/17/2003,19.99,20.24,19.74,20.049999,11.064288,233000,6,2.040816327,48450,12.47,6.05,57540916
10/20/2003,20.219999,20.219999,19.77,20,11.036699,158000,6,2.040816327,48450,12.47,6.05,57540916
